symbol,name,price,marketCap,volume,industry
GLUE,Monte Rosa Therapeutics Inc. Common Stock,14.48,1235338046.0,118677,Health Care
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,14.42,1227238398.0,181211,Health Care
AORT,Artivion Inc. Common Stock,25.1,1223781147.0,41872,Health Care
JANX,Janux Therapeutics Inc. Common Stock,20.0,1222735460.0,39486,Health Care
PRCT,PROCEPT BioRobotics Corporation Common Stock,20.94,1199310419.0,123041,Health Care
OBX,Obsidian Therapeutics Inc. Common Stock,19.27,1190363321.0,36194,Health Care
STAA,STAAR Surgical Company Common Stock,23.67,1186908101.0,58104,Health Care
OPK,OPKO Health Inc. Common Stock,1.58,1179198596.0,185801,Health Care
ATTO,Attovia Therapeutics Inc. Common Stock,25.62,1169585332.0,25342,Health Care
USPH,U.S. Physical Therapy Inc. Common Stock,78.05,1164716579.0,22184,Health Care
BVS,Bioventus Inc. Class A Common Stock,13.77,1157945188.0,29575,Health Care
CRVS,Corvus Pharmaceuticals Inc. Common Stock,13.625,1146147862.0,66632,Health Care
LFMDP,LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock,23.53,1134165695.0,2183,Health Care
ENOV,Enovis Corporation Common Stock,19.49,1123978438.0,217822,Health Care
TRUP,Trupanion Inc. Common Stock,25.46,1116996676.0,31797,Health Care
SVRA,Savara Inc. Common Stock,5.425,1114620581.0,113764,Health Care
KURA,Kura Oncology Inc. Common Stock,12.43,1105780494.0,309762,Health Care
TDOC,Teladoc Health Inc. Common Stock,6.08,1104638848.0,652671,Health Care
APMD,Apnimed Inc. Common Stock,28.78,1093629639.0,30622,Health Care
IRMD,iRadimed Corporation Common Stock,84.35,1078582691.0,6916,Health Care
LMRI,Lumexa Imaging Holdings Inc. Common Stock,11.2142,1077403996.0,34800,Health Care
SLDB,Solid Biosciences Inc. Common Stock,9.865,1057776973.0,85336,Health Care
AVTX,Avalo Therapeutics Inc. Common Stock,19.37,1038812887.0,64796,Health Care
SANA,Sana Biotechnology Inc. Common Stock,3.45,1032794198.0,488272,Health Care
PCRX,Pacira BioSciences Inc. Common Stock,25.55,1018471187.0,50863,Health Care
FTH,Faeth Therapeutics Inc. Common Stock,38.88,1004675724.0,25131,Health Care
CSTL,Castle Biosciences Inc. Common Stock,32.73,999885364.0,15280,Health Care
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,2.215,985577394.0,272138,Health Care
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,22.81,970290503.0,18379,Health Care
DSGN,Design Therapeutics Inc. Common Stock,15.4,963757425.0,46908,Health Care
CADL,Candel Therapeutics Inc. Common Stock,12.565,961455769.0,58954,Health Care
SGP,SpyGlass Pharma Inc. Common Stock,28.37,948919164.0,9804,Health Care
GERN,Geron Corporation Common Stock,1.475,947648278.0,860313,Health Care
